phone_number,imei,imsi,timestamp,tower_id
9462913511,IMEI-4151442350,IMSI-8392395095,2026-07-07T09:20:00,TWR-190
9284186415,IMEI-4710802736,IMSI-5006523315,2026-08-22T00:39:00,TWR-178
9615796546,IMEI-6950112498,IMSI-4491718898,2026-08-23T03:43:00,TWR-197
9726000597,IMEI-6249744605,IMSI-9074747716,2026-07-25T10:38:00,TWR-154
9522749968,IMEI-0656456428,IMSI-9041268584,2026-07-24T13:23:00,TWR-149
9921873448,IMEI-5665790813,IMSI-0402416184,2026-07-23T08:37:00,TWR-134
9691975020,IMEI-0423872955,IMSI-5976317406,2026-07-14T08:00:00,TWR-109
9863248414,IMEI-5696212355,IMSI-2774984289,2026-07-05T06:15:00,TWR-115
9522749968,IMEI-0656456428,IMSI-9041268584,2026-08-29T06:20:00,TWR-183
9960574125,IMEI-3834356980,IMSI-0974141228,2026-07-17T20:17:00,TWR-147
9227813809,IMEI-6753587083,IMSI-5640922283,2026-07-30T07:52:00,TWR-115
9720831826,IMEI-3676577295,IMSI-6888150973,2026-08-20T08:35:00,TWR-100
9282096728,IMEI-0338852094,IMSI-8039563622,2026-07-22T04:10:00,TWR-117
9120560038,IMEI-3838943069,IMSI-0043196108,2026-08-25T14:05:00,TWR-104
9521820994,IMEI-2715093351,IMSI-4565984056,2026-07-04T06:40:00,TWR-156
9240686122,IMEI-1874062615,IMSI-1070586963,2026-07-12T05:29:00,TWR-102
9031225357,IMEI-2401507627,IMSI-0587460249,2026-07-29T23:56:00,TWR-111
9330833334,IMEI-5153766162,IMSI-9581629746,2026-07-01T11:37:00,TWR-109
9240686122,IMEI-1874062615,IMSI-1070586963,2026-08-23T20:04:00,TWR-116
9857618754,IMEI-3804104516,IMSI-6750827644,2026-07-03T04:23:00,TWR-177
9048184584,IMEI-5556194327,IMSI-0612124765,2026-07-04T11:45:00,TWR-199
9904220310,IMEI-2722872527,IMSI-2398195726,2026-07-17T20:07:00,TWR-166
9651699247,IMEI-7391912109,IMSI-5628934186,2026-08-17T15:25:00,TWR-155
9067351927,IMEI-4914192402,IMSI-3482142797,2026-07-13T12:28:00,TWR-185
9541651533,IMEI-2784957791,IMSI-6154638039,2026-07-11T04:40:00,TWR-127
9317391614,IMEI-6828927460,IMSI-9770511551,2026-08-14T23:00:00,TWR-144
9189008337,IMEI-8173120002,IMSI-6240414156,2026-08-12T06:05:00,TWR-136
9861985877,IMEI-9327146095,IMSI-9462811342,2026-08-14T03:06:00,TWR-199
9664697473,IMEI-1894647082,IMSI-2726219324,2026-08-30T03:08:00,TWR-173
9052116857,IMEI-9870175705,IMSI-0972807590,2026-08-03T19:00:00,TWR-111
9905828031,IMEI-0781238549,IMSI-4012237783,2026-07-18T15:10:00,TWR-191
9423639948,IMEI-4618232726,IMSI-5795032358,2026-07-13T08:56:00,TWR-106
9623092322,IMEI-7334352130,IMSI-2719759170,2026-07-10T12:56:00,TWR-109
9373613848,IMEI-8051756948,IMSI-5607949860,2026-07-28T15:01:00,TWR-132
9206752746,IMEI-5711397258,IMSI-7467067157,2026-07-05T21:27:00,TWR-149
9457706949,IMEI-5357510705,IMSI-1859824507,2026-07-02T01:56:00,TWR-180
9451525376,IMEI-8511467861,IMSI-3331904361,2026-07-16T01:28:00,TWR-183
9241105711,IMEI-9803656515,IMSI-7082186948,2026-08-01T12:33:00,TWR-116
9013502707,IMEI-7216113408,IMSI-9257382205,2026-07-04T14:17:00,TWR-191
9587103048,IMEI-7484745666,IMSI-4961482864,2026-07-03T15:19:00,TWR-176
9508938741,IMEI-9782977522,IMSI-4163791422,2026-08-20T19:06:00,TWR-190
9111007715,IMEI-2993553676,IMSI-6251384966,2026-08-23T04:31:00,TWR-133
9402438050,IMEI-2411119216,IMSI-4050734844,2026-08-25T16:42:00,TWR-194
9822745513,IMEI-0197789236,IMSI-6673910180,2026-08-23T16:18:00,TWR-119
9524486938,IMEI-7566819896,IMSI-3731294120,2026-07-29T23:10:00,TWR-109
9291560480,IMEI-6197984381,IMSI-7712208365,2026-07-31T13:34:00,TWR-122
9232997749,IMEI-4003336104,IMSI-2045768429,2026-08-30T02:58:00,TWR-122
9712239771,IMEI-6711935640,IMSI-2848165980,2026-08-28T20:07:00,TWR-176
9566917456,IMEI-2146515992,IMSI-4568631912,2026-07-14T22:23:00,TWR-166
9929695123,IMEI-9345104318,IMSI-1253544220,2026-08-09T23:51:00,TWR-103
9241105711,IMEI-9803656515,IMSI-7082186948,2026-08-08T05:56:00,TWR-190
9084209783,IMEI-7684964261,IMSI-7877783732,2026-08-08T05:30:00,TWR-120
9705629519,IMEI-5783109870,IMSI-4275222475,2026-07-07T17:44:00,TWR-118
9373613848,IMEI-8051756948,IMSI-5607949860,2026-07-06T03:21:00,TWR-195
9271253582,IMEI-9510152690,IMSI-1089208945,2026-07-21T08:21:00,TWR-170
9375742874,IMEI-3310813747,IMSI-0244709152,2026-07-30T02:23:00,TWR-147
9631036891,IMEI-7085159885,IMSI-0555365475,2026-07-16T04:17:00,TWR-167
9222717235,IMEI-7219658148,IMSI-5782307767,2026-07-04T16:36:00,TWR-170
9808579845,IMEI-8087040989,IMSI-5392371679,2026-08-10T01:07:00,TWR-152
9260628721,IMEI-9994080845,IMSI-6080368639,2026-07-07T13:30:00,TWR-199
9622739459,IMEI-2489524924,IMSI-8155071615,2026-07-23T04:07:00,TWR-115
9014685172,IMEI-5531176811,IMSI-1537511506,2026-07-21T23:40:00,TWR-171
9965191353,IMEI-5893787421,IMSI-6214960586,2026-08-12T02:46:00,TWR-101
9364540204,IMEI-7194965681,IMSI-8534759259,2026-08-22T20:39:00,TWR-153
9648241344,IMEI-7323143108,IMSI-5974837539,2026-08-03T11:00:00,TWR-135
9127329558,IMEI-1654779888,IMSI-2383936311,2026-07-05T12:53:00,TWR-101
9349352957,IMEI-7200206606,IMSI-3990469045,2026-08-15T04:39:00,TWR-142
9704583586,IMEI-5888293752,IMSI-2725537131,2026-07-22T17:11:00,TWR-193
9820738580,IMEI-2072111637,IMSI-2740076038,2026-07-11T19:33:00,TWR-109
9078522433,IMEI-7634964095,IMSI-5330377572,2026-07-20T11:13:00,TWR-193
9784541701,IMEI-4794903435,IMSI-6935154833,2026-08-16T18:52:00,TWR-149
9622739459,IMEI-2489524924,IMSI-8155071615,2026-08-13T15:10:00,TWR-191
9052861995,IMEI-9123454088,IMSI-1139166697,2026-07-26T00:06:00,TWR-183
9129555777,IMEI-0062479692,IMSI-9993459649,2026-07-22T02:24:00,TWR-145
9797449946,IMEI-6504289074,IMSI-8867604255,2026-07-26T21:22:00,TWR-156
9884354408,IMEI-7604202714,IMSI-6855329343,2026-07-10T09:09:00,TWR-194
9429522889,IMEI-3067396449,IMSI-4994327666,2026-07-28T14:48:00,TWR-182
9485847011,IMEI-3616414782,IMSI-7156462613,2026-07-27T19:57:00,TWR-178
9884520326,IMEI-6766495534,IMSI-2318830436,2026-07-17T16:01:00,TWR-120
9904220310,IMEI-2722872527,IMSI-2398195726,2026-08-14T18:14:00,TWR-108
9768160718,IMEI-6553496821,IMSI-9218665983,2026-07-30T18:49:00,TWR-126
9204871729,IMEI-9592712584,IMSI-1866308160,2026-07-15T01:01:00,TWR-129
9114968431,IMEI-8769080055,IMSI-7754791819,2026-07-31T05:24:00,TWR-199
9081392335,IMEI-0599539452,IMSI-3735337330,2026-08-21T07:53:00,TWR-138
9954882339,IMEI-9986404688,IMSI-6508308241,2026-07-15T17:01:00,TWR-176
9522749968,IMEI-0656456428,IMSI-9041268584,2026-07-16T15:27:00,TWR-170
9527246581,IMEI-0569622581,IMSI-1016823223,2026-08-16T07:06:00,TWR-161
9738711379,IMEI-3555194118,IMSI-8673754743,2026-08-26T09:01:00,TWR-171
9795042893,IMEI-4741789434,IMSI-9532058629,2026-08-06T08:41:00,TWR-178
9793735024,IMEI-1156568196,IMSI-6997607466,2026-08-17T15:06:00,TWR-103
9248477233,IMEI-6563078851,IMSI-9115160463,2026-07-15T22:56:00,TWR-112
9814631059,IMEI-4248529289,IMSI-4803891302,2026-07-15T03:29:00,TWR-111
9973381637,IMEI-4477037948,IMSI-0565775093,2026-08-26T00:00:00,TWR-111
9052116857,IMEI-9870175705,IMSI-0972807590,2026-07-29T22:44:00,TWR-194
9333160902,IMEI-5413904982,IMSI-4084583797,2026-08-21T09:55:00,TWR-161
9884354408,IMEI-7604202714,IMSI-6855329343,2026-08-23T16:14:00,TWR-128
9089204157,IMEI-1891015126,IMSI-6860080383,2026-07-02T12:00:00,TWR-167
9200234695,IMEI-3610403394,IMSI-1168400464,2026-08-11T10:13:00,TWR-170
9905802164,IMEI-7145647193,IMSI-1216365150,2026-08-08T20:33:00,TWR-119
9763919028,IMEI-1250460694,IMSI-0177010406,2026-07-07T00:16:00,TWR-138
9200375438,IMEI-4397382276,IMSI-3873692961,2026-07-30T22:46:00,TWR-189
9215138019,IMEI-1469630754,IMSI-5640016715,2026-07-05T21:13:00,TWR-128
9992023872,IMEI-6123307024,IMSI-3912797421,2026-07-13T06:53:00,TWR-141
9816663121,IMEI-9378559839,IMSI-7894632512,2026-08-05T21:28:00,TWR-137
9919108073,IMEI-7816291043,IMSI-1715663547,2026-07-18T02:31:00,TWR-136
9198393549,IMEI-3816300190,IMSI-6270974989,2026-07-03T13:16:00,TWR-113
9052116857,IMEI-9870175705,IMSI-0972807590,2026-08-20T09:08:00,TWR-133
9299090911,IMEI-4807650146,IMSI-5333767238,2026-08-02T20:38:00,TWR-166
9437723988,IMEI-4298782594,IMSI-8119107350,2026-08-02T18:31:00,TWR-148
9153514440,IMEI-2811772442,IMSI-9051485715,2026-08-05T03:48:00,TWR-146
9623068655,IMEI-6533395065,IMSI-3803435764,2026-08-07T20:13:00,TWR-110
9158252827,IMEI-8805136103,IMSI-6508961138,2026-07-17T22:12:00,TWR-100
9253232817,IMEI-7487857624,IMSI-6021549849,2026-07-16T21:16:00,TWR-190
9299090911,IMEI-4807650146,IMSI-5333767238,2026-08-29T23:15:00,TWR-120
9120335120,IMEI-2330603798,IMSI-0031911878,2026-07-21T10:57:00,TWR-110
9027966628,IMEI-8703759095,IMSI-8536513390,2026-08-29T09:32:00,TWR-132
9002468794,IMEI-0645111405,IMSI-6543141086,2026-07-10T01:53:00,TWR-191
9521573651,IMEI-7083136462,IMSI-2216591960,2026-07-30T00:35:00,TWR-160
9768160718,IMEI-6553496821,IMSI-9218665983,2026-08-05T02:18:00,TWR-123
9665069854,IMEI-0252360147,IMSI-4268227945,2026-08-04T08:52:00,TWR-152
9526824044,IMEI-1327895693,IMSI-4016492938,2026-07-11T16:34:00,TWR-120
9804580401,IMEI-8114842672,IMSI-4547275908,2026-08-19T11:03:00,TWR-189
9977288139,IMEI-2789519384,IMSI-6777642602,2026-08-11T12:45:00,TWR-117
9527600495,IMEI-8228613607,IMSI-0187837949,2026-07-15T12:06:00,TWR-169
9925397865,IMEI-3898523377,IMSI-3949130418,2026-08-21T19:39:00,TWR-102
9279052515,IMEI-2148512002,IMSI-7153600683,2026-08-09T00:17:00,TWR-101
9287968855,IMEI-9100819128,IMSI-6868079513,2026-07-07T15:09:00,TWR-121
9805487915,IMEI-3445022468,IMSI-6975300505,2026-07-17T05:57:00,TWR-134
9776329597,IMEI-5548993676,IMSI-5828641899,2026-07-06T01:22:00,TWR-182
9183586783,IMEI-1124328676,IMSI-4812458623,2026-07-31T14:36:00,TWR-116
9446485809,IMEI-8567624422,IMSI-1677292965,2026-07-06T19:08:00,TWR-193
9462913511,IMEI-4151442350,IMSI-8392395095,2026-07-10T01:18:00,TWR-141
9539232741,IMEI-0531647418,IMSI-3346879319,2026-07-07T03:03:00,TWR-141
9961618335,IMEI-5752734493,IMSI-8298823460,2026-07-24T18:13:00,TWR-148
9290181585,IMEI-1507527980,IMSI-8858192226,2026-07-14T01:07:00,TWR-135
9190777522,IMEI-6160323305,IMSI-9254337711,2026-08-04T11:02:00,TWR-132
9594924991,IMEI-3630121292,IMSI-8018351121,2026-08-05T00:51:00,TWR-156
9349613120,IMEI-7120450068,IMSI-1755976326,2026-07-07T05:26:00,TWR-162
9470138106,IMEI-7288837831,IMSI-4527084198,2026-08-08T23:03:00,TWR-164
9524486938,IMEI-7566819896,IMSI-3731294120,2026-07-29T03:04:00,TWR-145
9502624719,IMEI-5003891237,IMSI-9635494234,2026-08-14T15:53:00,TWR-159
9833592143,IMEI-6058491626,IMSI-1896284043,2026-07-31T01:49:00,TWR-110
9299090911,IMEI-4807650146,IMSI-5333767238,2026-07-12T20:59:00,TWR-109
9597685625,IMEI-4686630566,IMSI-6009527101,2026-07-27T14:59:00,TWR-198
9210244612,IMEI-6189465100,IMSI-7205358651,2026-07-02T14:11:00,TWR-169
9349060795,IMEI-4832570734,IMSI-5208503516,2026-07-29T15:13:00,TWR-110
9183357251,IMEI-9542888361,IMSI-9383065515,2026-07-26T05:42:00,TWR-143
9992023872,IMEI-6123307024,IMSI-3912797421,2026-07-18T02:23:00,TWR-177
9217455501,IMEI-5978749003,IMSI-2792413289,2026-08-05T16:08:00,TWR-156
9487170800,IMEI-6019750957,IMSI-0955113744,2026-07-24T09:47:00,TWR-127
9114968431,IMEI-8769080055,IMSI-7754791819,2026-08-03T19:46:00,TWR-146
9688853201,IMEI-4214519644,IMSI-7189901505,2026-07-30T11:44:00,TWR-132
9395008160,IMEI-5776559744,IMSI-6993638729,2026-08-19T21:07:00,TWR-177
9470138106,IMEI-7288837831,IMSI-4527084198,2026-07-25T21:49:00,TWR-118
9587463342,IMEI-7113682872,IMSI-7384833540,2026-07-21T15:17:00,TWR-129
9595026413,IMEI-4335200281,IMSI-3118571879,2026-08-09T08:22:00,TWR-172
9204267814,IMEI-0513626020,IMSI-6541552734,2026-08-24T21:43:00,TWR-182
9816663121,IMEI-9378559839,IMSI-7894632512,2026-08-03T23:07:00,TWR-106
9797758127,IMEI-0603574703,IMSI-9882589061,2026-08-08T22:53:00,TWR-195
9585932222,IMEI-5135064293,IMSI-2500800031,2026-07-13T13:33:00,TWR-106
9327371243,IMEI-0706366806,IMSI-9463467046,2026-08-25T14:51:00,TWR-115
9963616536,IMEI-0981470934,IMSI-9638556417,2026-07-10T02:44:00,TWR-158
9000812852,IMEI-0768684034,IMSI-9166578261,2026-07-17T14:22:00,TWR-107
9468349143,IMEI-3914369758,IMSI-1719948146,2026-08-17T17:17:00,TWR-125
9446485809,IMEI-8567624422,IMSI-1677292965,2026-08-12T19:20:00,TWR-121
9487170800,IMEI-6019750957,IMSI-0955113744,2026-07-10T01:55:00,TWR-114
9647059068,IMEI-2336311722,IMSI-4832787868,2026-07-17T17:04:00,TWR-192
9814488986,IMEI-8402450836,IMSI-9997976132,2026-08-05T03:34:00,TWR-162
9108252674,IMEI-8973790545,IMSI-4816752486,2026-07-17T04:49:00,TWR-152
9259995536,IMEI-9566882160,IMSI-5082497559,2026-08-28T01:34:00,TWR-109
9287968855,IMEI-9100819128,IMSI-6868079513,2026-07-28T22:52:00,TWR-122
9891712996,IMEI-2417841663,IMSI-9782591182,2026-08-04T15:43:00,TWR-190
9904918041,IMEI-9240363234,IMSI-6447246867,2026-08-22T11:37:00,TWR-190
9428025968,IMEI-5595534505,IMSI-3593963620,2026-08-11T17:47:00,TWR-142
9905802164,IMEI-7145647193,IMSI-1216365150,2026-07-13T16:46:00,TWR-166
9974178400,IMEI-3032999856,IMSI-7707871191,2026-08-11T21:35:00,TWR-149
9220969700,IMEI-2355180961,IMSI-2592684647,2026-07-07T05:00:00,TWR-175
9511976381,IMEI-3341338675,IMSI-7153516453,2026-07-19T10:11:00,TWR-109
9735076512,IMEI-0841753939,IMSI-1527713886,2026-07-22T14:04:00,TWR-113
9865140121,IMEI-1159589835,IMSI-9020928984,2026-07-21T06:41:00,TWR-141
9927033369,IMEI-7870679587,IMSI-9719498305,2026-08-02T16:03:00,TWR-131
9558401725,IMEI-9018823279,IMSI-7670102992,2026-07-18T17:28:00,TWR-102
9114968431,IMEI-8769080055,IMSI-7754791819,2026-07-17T07:52:00,TWR-147
9904845915,IMEI-2928562860,IMSI-0191416813,2026-08-11T18:11:00,TWR-194
9870151534,IMEI-2208294402,IMSI-2997905078,2026-08-06T18:09:00,TWR-144
9933390585,IMEI-8541751229,IMSI-9861048331,2026-07-20T06:56:00,TWR-142
9507598515,IMEI-5650545635,IMSI-1175969441,2026-07-04T18:27:00,TWR-128
9941262446,IMEI-4415336975,IMSI-5893841131,2026-08-04T05:04:00,TWR-155
9395008160,IMEI-5776559744,IMSI-6993638729,2026-08-15T15:12:00,TWR-113
9432473370,IMEI-4360642625,IMSI-9597368029,2026-07-12T09:17:00,TWR-100
9707126885,IMEI-9547499380,IMSI-8818714468,2026-08-18T00:44:00,TWR-163
9985200539,IMEI-9375839641,IMSI-2217792916,2026-08-28T03:34:00,TWR-154
9917643972,IMEI-7312323584,IMSI-2916220010,2026-08-05T00:40:00,TWR-119
9095950087,IMEI-6408982926,IMSI-3137052971,2026-07-11T18:29:00,TWR-109
9252995406,IMEI-4066662946,IMSI-7752976606,2026-07-26T04:03:00,TWR-119
9067351927,IMEI-4914192402,IMSI-3482142797,2026-08-27T22:52:00,TWR-101
9889801878,IMEI-3838943069,IMSI-2526686023,2026-08-25T14:00:00,TWR-104
9258558771,IMEI-4852639918,IMSI-4130973827,2026-07-04T08:33:00,TWR-180
9111007715,IMEI-2993553676,IMSI-6251384966,2026-07-09T06:26:00,TWR-124
9576957454,IMEI-0491209123,IMSI-1300712241,2026-07-31T11:04:00,TWR-138
9974178400,IMEI-3032999856,IMSI-7707871191,2026-07-23T14:58:00,TWR-129
9206752746,IMEI-5711397258,IMSI-7467067157,2026-08-11T18:43:00,TWR-138
9562254266,IMEI-9002034944,IMSI-5089706326,2026-07-21T23:19:00,TWR-103
9468692379,IMEI-2857946562,IMSI-6720847286,2026-07-22T19:33:00,TWR-101
9156490709,IMEI-2198278959,IMSI-7494703100,2026-07-31T18:22:00,TWR-173
9476913647,IMEI-4739402259,IMSI-5182879172,2026-07-25T12:08:00,TWR-111
9507598515,IMEI-5650545635,IMSI-1175969441,2026-07-09T02:29:00,TWR-105
9586592627,IMEI-9592646825,IMSI-6747179784,2026-08-28T09:03:00,TWR-114
9752820266,IMEI-6368625769,IMSI-7937917527,2026-07-21T21:24:00,TWR-141
9780874168,IMEI-1814714635,IMSI-9283753410,2026-07-13T04:55:00,TWR-131
9273451778,IMEI-3536885796,IMSI-4887200854,2026-07-21T21:00:00,TWR-183
9569898253,IMEI-1967234029,IMSI-0769395545,2026-07-02T13:01:00,TWR-131
9114968431,IMEI-8769080055,IMSI-7754791819,2026-07-17T08:35:00,TWR-128
9863626383,IMEI-3156686324,IMSI-3105190338,2026-08-18T15:16:00,TWR-114
9664697473,IMEI-1894647082,IMSI-2726219324,2026-07-04T02:09:00,TWR-120
9745386561,IMEI-8716172764,IMSI-9174333986,2026-07-02T18:12:00,TWR-137
9971989169,IMEI-3848937224,IMSI-0892217842,2026-07-25T07:44:00,TWR-140
9572427103,IMEI-5634470338,IMSI-3624256035,2026-08-05T22:07:00,TWR-172
9317391614,IMEI-6828927460,IMSI-9770511551,2026-08-13T21:37:00,TWR-148
9566917456,IMEI-2146515992,IMSI-4568631912,2026-08-07T16:43:00,TWR-151
9428025968,IMEI-5595534505,IMSI-3593963620,2026-08-29T03:24:00,TWR-155
9227813809,IMEI-6753587083,IMSI-5640922283,2026-08-26T20:33:00,TWR-175
9462913511,IMEI-4151442350,IMSI-8392395095,2026-08-06T23:55:00,TWR-120
9792178365,IMEI-5340830680,IMSI-1385621710,2026-07-08T23:51:00,TWR-150
9841230544,IMEI-3688762066,IMSI-0985232117,2026-07-19T20:25:00,TWR-150
9582184249,IMEI-3779525637,IMSI-7246178112,2026-07-07T02:48:00,TWR-133
9481010893,IMEI-2446511237,IMSI-7094747437,2026-07-12T22:39:00,TWR-158
9636952352,IMEI-6383558287,IMSI-0249322336,2026-07-23T06:03:00,TWR-159
9597122314,IMEI-8709746261,IMSI-0634704633,2026-08-26T17:53:00,TWR-140
9188404618,IMEI-6930921708,IMSI-1139020279,2026-08-26T15:34:00,TWR-122
9167649836,IMEI-3998783293,IMSI-5271989094,2026-08-14T04:45:00,TWR-181
9619076686,IMEI-1335653577,IMSI-8379754571,2026-08-09T23:54:00,TWR-119
9631036891,IMEI-7085159885,IMSI-0555365475,2026-08-03T23:32:00,TWR-131
9200375438,IMEI-4397382276,IMSI-3873692961,2026-08-11T17:33:00,TWR-129
9681618901,IMEI-2181045410,IMSI-0926719862,2026-07-11T04:07:00,TWR-144
9114968431,IMEI-8769080055,IMSI-7754791819,2026-08-26T18:07:00,TWR-170
9651699247,IMEI-7391912109,IMSI-5628934186,2026-07-31T11:15:00,TWR-132
9317391614,IMEI-6828927460,IMSI-9770511551,2026-07-29T05:46:00,TWR-128
9533492995,IMEI-3442653754,IMSI-7225620982,2026-08-06T17:22:00,TWR-172
9362272684,IMEI-5958935981,IMSI-2951362368,2026-07-30T22:54:00,TWR-180
9337468903,IMEI-4363232160,IMSI-4719981838,2026-08-15T22:12:00,TWR-162
9438228471,IMEI-2556385327,IMSI-2629554072,2026-07-14T10:43:00,TWR-177
9103825652,IMEI-3992963047,IMSI-1249926229,2026-07-27T02:22:00,TWR-106
9514716369,IMEI-5142856644,IMSI-6005250896,2026-07-07T11:22:00,TWR-160
9622739459,IMEI-2489524924,IMSI-8155071615,2026-08-12T04:20:00,TWR-177
9416151222,IMEI-8768119539,IMSI-3558405416,2026-07-25T16:26:00,TWR-171
9704583586,IMEI-5888293752,IMSI-2725537131,2026-07-08T02:43:00,TWR-190
9794873598,IMEI-9565272965,IMSI-7344759078,2026-08-21T13:15:00,TWR-171
9343853185,IMEI-4745057705,IMSI-1437353221,2026-08-15T20:17:00,TWR-181
9472817397,IMEI-3943536741,IMSI-5980622656,2026-07-23T16:39:00,TWR-145
9388850469,IMEI-4386804296,IMSI-9841550156,2026-08-07T15:19:00,TWR-104
9028267486,IMEI-0990287722,IMSI-1904848888,2026-07-23T02:33:00,TWR-194
9870151534,IMEI-2208294402,IMSI-2997905078,2026-08-30T06:14:00,TWR-164
9420863611,IMEI-4537963191,IMSI-3558536002,2026-07-22T07:33:00,TWR-133
9420863611,IMEI-4537963191,IMSI-3558536002,2026-07-14T07:00:00,TWR-130
9763462687,IMEI-0158770989,IMSI-9062509835,2026-08-16T23:21:00,TWR-173
9673417670,IMEI-3599122529,IMSI-4431934080,2026-07-21T19:39:00,TWR-146
9343802201,IMEI-4165891380,IMSI-8876719017,2026-08-06T11:09:00,TWR-139
9027410813,IMEI-3335584344,IMSI-5126373728,2026-08-01T11:56:00,TWR-118
9432473370,IMEI-4360642625,IMSI-9597368029,2026-07-05T14:07:00,TWR-146
9992206411,IMEI-9575813014,IMSI-2848717749,2026-08-14T08:31:00,TWR-161
9706517113,IMEI-9077902452,IMSI-5834302435,2026-07-18T12:28:00,TWR-181
9429522889,IMEI-3067396449,IMSI-4994327666,2026-08-02T08:33:00,TWR-198
9118141811,IMEI-5728459382,IMSI-1499318085,2026-08-01T23:24:00,TWR-178
9471958575,IMEI-4764251333,IMSI-2865780863,2026-08-22T12:06:00,TWR-152
9582938523,IMEI-2985430651,IMSI-6130510364,2026-07-24T17:55:00,TWR-164
9050884189,IMEI-6360726241,IMSI-5947857176,2026-07-08T17:38:00,TWR-196
9023392439,IMEI-9298268023,IMSI-3857347696,2026-07-26T13:49:00,TWR-150
9266407928,IMEI-1315633685,IMSI-6515307291,2026-08-23T15:04:00,TWR-125
9743555336,IMEI-1879763705,IMSI-9643160587,2026-08-06T00:19:00,TWR-130
9027410813,IMEI-3335584344,IMSI-5126373728,2026-07-16T01:23:00,TWR-148
9334017043,IMEI-6535811985,IMSI-9220383011,2026-08-26T20:58:00,TWR-139
9789162925,IMEI-6706397428,IMSI-9039846625,2026-07-18T06:03:00,TWR-110
9768160718,IMEI-6553496821,IMSI-9218665983,2026-08-05T01:19:00,TWR-121
9805487915,IMEI-3445022468,IMSI-6975300505,2026-08-22T04:54:00,TWR-120
9991205817,IMEI-9329436732,IMSI-9249137229,2026-07-11T21:51:00,TWR-123
9279052515,IMEI-2148512002,IMSI-7153600683,2026-08-24T10:59:00,TWR-137
9971989169,IMEI-3848937224,IMSI-0892217842,2026-07-20T08:21:00,TWR-154
9278250200,IMEI-3513691866,IMSI-2323998667,2026-08-22T18:34:00,TWR-163
9105343128,IMEI-3567086541,IMSI-9854147217,2026-08-22T08:20:00,TWR-156
9892098543,IMEI-6260110809,IMSI-1781817009,2026-08-28T12:50:00,TWR-142
9368290911,IMEI-2438192926,IMSI-4864644779,2026-07-02T01:50:00,TWR-192
9299090911,IMEI-4807650146,IMSI-5333767238,2026-07-12T19:47:00,TWR-192
9014685172,IMEI-5531176811,IMSI-1537511506,2026-08-08T06:27:00,TWR-192
9252995406,IMEI-4066662946,IMSI-7752976606,2026-07-12T04:09:00,TWR-102
9904918041,IMEI-9240363234,IMSI-6447246867,2026-08-03T19:48:00,TWR-138
9526824044,IMEI-1327895693,IMSI-4016492938,2026-08-03T07:31:00,TWR-162
9067973962,IMEI-3210762736,IMSI-8552134527,2026-07-10T16:42:00,TWR-176
9897114683,IMEI-8939275552,IMSI-7241239884,2026-07-14T20:35:00,TWR-183
9819729399,IMEI-2301615059,IMSI-4636655283,2026-08-17T10:58:00,TWR-199
9514716369,IMEI-5142856644,IMSI-6005250896,2026-07-13T20:15:00,TWR-127
9130186709,IMEI-6363508065,IMSI-4981595852,2026-08-11T20:49:00,TWR-155
9076549771,IMEI-7566490472,IMSI-1671036883,2026-07-16T06:12:00,TWR-107
9833355085,IMEI-7634663811,IMSI-2589019228,2026-07-14T11:47:00,TWR-111
9800529753,IMEI-2023051743,IMSI-8062170797,2026-07-26T10:38:00,TWR-178
9585932222,IMEI-5135064293,IMSI-2500800031,2026-08-03T11:37:00,TWR-187
9098471173,IMEI-7271949408,IMSI-1881818368,2026-07-22T03:06:00,TWR-100
9052116857,IMEI-9870175705,IMSI-0972807590,2026-07-13T02:30:00,TWR-151
9096395260,IMEI-3661490517,IMSI-3036648859,2026-08-27T19:39:00,TWR-135
9834826825,IMEI-8904044044,IMSI-0708861395,2026-08-14T16:35:00,TWR-130
9106672436,IMEI-7571316002,IMSI-9913913475,2026-08-17T11:21:00,TWR-193
9462451088,IMEI-3829229821,IMSI-2058340063,2026-07-13T10:14:00,TWR-142
9603424007,IMEI-9402555841,IMSI-7440544843,2026-07-02T03:26:00,TWR-197
9076549771,IMEI-7566490472,IMSI-1671036883,2026-07-02T22:11:00,TWR-172
9794873598,IMEI-9565272965,IMSI-7344759078,2026-07-16T21:46:00,TWR-186
9076549771,IMEI-7566490472,IMSI-1671036883,2026-07-11T07:39:00,TWR-187
9622739459,IMEI-2489524924,IMSI-8155071615,2026-07-12T03:50:00,TWR-101
9784533346,IMEI-3707681783,IMSI-5399223496,2026-07-24T15:19:00,TWR-102
9623092322,IMEI-7334352130,IMSI-2719759170,2026-08-02T07:55:00,TWR-117
9218695154,IMEI-6064697905,IMSI-4183599345,2026-08-21T18:24:00,TWR-189
9395008160,IMEI-5776559744,IMSI-6993638729,2026-08-03T14:52:00,TWR-176
9504320487,IMEI-1180459724,IMSI-0551601282,2026-08-13T14:42:00,TWR-170
9673417670,IMEI-3599122529,IMSI-4431934080,2026-08-20T06:38:00,TWR-154
9526824044,IMEI-1327895693,IMSI-4016492938,2026-07-28T21:22:00,TWR-124
9391101258,IMEI-8216786993,IMSI-1748026884,2026-08-20T18:28:00,TWR-134
9568945147,IMEI-3313579640,IMSI-8087521525,2026-07-12T05:44:00,TWR-173
9745052567,IMEI-1085256551,IMSI-6715474696,2026-07-20T21:22:00,TWR-159
