node,in_degree,out_degree,incoming_transactions,outgoing_transactions,total_in_amount,total_out_amount,shared_device,multi_hop_routing,pass_through_ratio,max_fanout_counterparties,high_velocity_fanout,high_in_degree,high_value_flow,anomaly_flag,anomaly_score,risk_score,risk_reasons,risk_tier,scoring_model_version
9655734481,8,12,8,13,8150.0,21265.0,False,False,0.062,1,False,False,False,1,-0.1464,0,,LOW,2026.09.1
9656939039,15,11,15,11,10045.0,13595.0,False,False,5.457,1,False,False,False,1,-0.1674,0,,LOW,2026.09.1
9657812846,14,11,14,11,14760.0,10970.0,False,False,0.0,1,False,False,False,1,-0.1803,0,,LOW,2026.09.1
9658966573,9,18,9,18,4530.0,25435.0,False,False,0.0,1,False,False,False,1,-0.0824,0,,LOW,2026.09.1
9661970877,14,12,14,12,11295.0,9480.0,False,False,0.0,1,False,False,False,1,-0.1852,0,,LOW,2026.09.1
9664047688,12,8,12,8,16375.0,5125.0,False,False,0.0,1,False,False,False,1,-0.1374,0,,LOW,2026.09.1
9664697473,13,12,13,12,8355.0,9265.0,False,False,0.0,1,False,False,False,1,-0.1805,0,,LOW,2026.09.1
9665069854,14,13,14,13,18120.0,7380.0,False,False,0.0,1,False,False,False,1,-0.1597,0,,LOW,2026.09.1
9673261224,15,16,15,16,9270.0,8625.0,False,False,0.0,1,False,False,False,1,-0.1419,0,,LOW,2026.09.1
9673417670,10,10,10,10,6720.0,7475.0,False,False,0.0,1,False,False,False,1,-0.1711,0,,LOW,2026.09.1
9677217388,13,10,13,10,13070.0,5810.0,False,False,0.0,1,False,False,False,1,-0.1642,0,,LOW,2026.09.1
9678920670,11,14,11,14,10100.0,15260.0,False,False,0.0,1,False,False,False,1,-0.1788,0,,LOW,2026.09.1
9680479553,12,7,12,7,15525.0,6625.0,False,False,0.0,1,False,False,False,1,-0.1317,0,,LOW,2026.09.1
9681618901,8,12,8,12,12845.0,14375.0,False,False,0.0,1,False,False,False,1,-0.1569,0,,LOW,2026.09.1
9683509307,11,8,11,8,10935.0,6140.0,False,False,0.0,1,False,False,False,1,-0.1522,0,,LOW,2026.09.1
9691846146,9,7,9,7,10265.0,12755.0,False,False,0.0,1,False,False,False,1,-0.1146,0,,LOW,2026.09.1
9691975020,14,11,14,11,15980.0,10335.0,False,False,0.0,1,False,False,False,1,-0.1789,0,,LOW,2026.09.1
9692552797,12,13,12,13,7510.0,15490.0,False,False,0.0,1,False,False,False,1,-0.173,0,,LOW,2026.09.1
9695427713,14,11,14,11,12760.0,7090.0,False,False,0.0,1,False,False,False,1,-0.1762,0,,LOW,2026.09.1
9699709622,8,15,8,15,7745.0,10320.0,False,False,0.0,1,False,False,False,1,-0.1481,0,,LOW,2026.09.1
9704583586,8,12,8,12,7215.0,5970.0,False,False,0.0,1,False,False,False,1,-0.147,0,,LOW,2026.09.1
9705629519,9,10,9,10,7570.0,8630.0,False,False,0.0,1,False,False,False,1,-0.1733,0,,LOW,2026.09.1
9706566616,13,12,14,13,16885.0,9870.0,False,False,0.0,1,False,False,False,1,-0.1678,0,,LOW,2026.09.1
9707126885,6,11,6,11,6990.0,8200.0,False,False,0.0,1,False,False,False,1,-0.1038,0,,LOW,2026.09.1
9714201071,13,11,13,11,10300.0,10265.0,False,False,0.0,1,False,False,False,1,-0.1866,0,,LOW,2026.09.1
9714322405,5,10,5,10,2990.0,6195.0,False,False,0.0,1,False,False,False,1,-0.0354,0,,LOW,2026.09.1
9717964393,11,17,11,17,7975.0,13840.0,False,False,0.0,1,False,False,False,1,-0.1486,0,,LOW,2026.09.1
9720831826,11,13,11,13,6275.0,9995.0,False,False,0.0,1,False,False,False,1,-0.1726,0,,LOW,2026.09.1
9723948025,12,9,13,9,8715.0,9555.0,False,False,0.0,1,False,False,False,1,-0.1658,0,,LOW,2026.09.1
9726000597,12,17,12,17,15280.0,13430.0,False,False,0.0,1,False,False,False,1,-0.1387,0,,LOW,2026.09.1
9731033395,9,14,9,14,6595.0,9940.0,False,False,0.0,1,False,False,False,1,-0.1678,0,,LOW,2026.09.1
9735076512,12,7,12,7,13440.0,4805.0,False,False,0.0,1,False,False,False,1,-0.1258,0,,LOW,2026.09.1
9738711379,15,9,16,9,12850.0,7555.0,False,False,0.0,1,False,False,False,1,-0.1573,0,,LOW,2026.09.1
9739047311,7,11,8,11,4425.0,17450.0,False,False,0.0,1,False,False,False,1,-0.1282,0,,LOW,2026.09.1
9744013158,12,11,12,11,12775.0,10750.0,False,False,2.218,1,False,False,False,1,-0.1856,0,,LOW,2026.09.1
9744055026,8,13,8,13,6700.0,9150.0,False,False,0.0,1,False,False,False,1,-0.1646,0,,LOW,2026.09.1
9745052567,9,13,10,14,10525.0,8940.0,False,False,0.0,1,False,False,False,1,-0.1728,0,,LOW,2026.09.1
9745386561,12,8,12,8,5380.0,11850.0,False,False,0.0,1,False,False,False,1,-0.1208,0,,LOW,2026.09.1
9750044653,12,12,12,12,8105.0,14415.0,False,False,0.0,1,False,False,False,1,-0.1798,0,,LOW,2026.09.1
9752820266,11,10,11,10,8425.0,7490.0,False,False,0.0,1,False,False,False,1,-0.177,0,,LOW,2026.09.1
9757105317,10,12,10,12,7990.0,15535.0,False,False,0.0,1,False,False,False,1,-0.176,0,,LOW,2026.09.1
9763919028,13,19,13,20,11045.0,17880.0,False,False,0.0,1,False,False,False,1,-0.0992,0,,LOW,2026.09.1
9764126252,9,15,10,16,13470.0,19200.0,False,False,0.0,1,False,False,False,1,-0.1461,0,,LOW,2026.09.1
9768160718,12,11,12,11,16790.0,7200.0,False,False,0.0,1,False,False,False,1,-0.1678,0,,LOW,2026.09.1
9770093141,9,12,9,12,4545.0,12670.0,False,False,0.0,1,False,False,False,1,-0.154,0,,LOW,2026.09.1
9770179112,14,14,15,14,21505.0,17155.0,False,False,0.0,1,False,False,False,1,-0.1419,0,,LOW,2026.09.1
9770490673,9,9,10,9,7280.0,6145.0,False,False,0.0,1,False,False,False,1,-0.153,0,,LOW,2026.09.1
9776329597,7,18,7,18,21245.0,16740.0,False,False,0.0,1,False,False,False,1,-0.0483,0,,LOW,2026.09.1
9780874168,8,11,8,11,5480.0,6885.0,False,False,0.0,1,False,False,False,1,-0.1525,0,,LOW,2026.09.1
9781499194,9,10,9,10,14725.0,15060.0,False,False,0.0,1,False,False,False,1,-0.1504,0,,LOW,2026.09.1
9783601253,9,13,10,13,7005.0,7070.0,False,False,0.0,1,False,False,False,1,-0.1587,0,,LOW,2026.09.1
9784541701,8,12,8,12,5100.0,11200.0,False,False,0.0,1,False,False,False,1,-0.1605,0,,LOW,2026.09.1
9789162925,10,15,10,15,10175.0,10185.0,False,False,0.0,1,False,False,False,1,-0.1654,0,,LOW,2026.09.1
9790275345,12,13,12,13,6235.0,15500.0,False,False,0.0,1,False,False,False,1,-0.1652,0,,LOW,2026.09.1
9793735024,15,15,15,15,20945.0,9280.0,False,False,0.0,1,False,False,False,1,-0.1435,0,,LOW,2026.09.1
9795042893,12,16,12,16,9635.0,12715.0,False,False,0.0,1,False,False,False,1,-0.1654,0,,LOW,2026.09.1
9797449946,10,9,10,9,5000.0,7500.0,False,False,0.0,1,False,False,False,1,-0.1472,0,,LOW,2026.09.1
9797758127,13,13,13,14,10500.0,13115.0,False,False,0.0,1,False,False,False,1,-0.1773,0,,LOW,2026.09.1
9798271778,14,13,14,13,19865.0,13805.0,False,False,0.0,1,False,False,False,1,-0.162,0,,LOW,2026.09.1
9798709592,9,18,9,18,6195.0,17775.0,False,False,0.0,1,False,False,False,1,-0.1148,0,,LOW,2026.09.1
9800529753,9,11,9,11,7680.0,7075.0,False,False,0.0,1,False,False,False,1,-0.1714,0,,LOW,2026.09.1
9801970920,11,19,11,20,12295.0,20555.0,False,False,0.0,1,False,False,False,1,-0.0975,0,,LOW,2026.09.1
9804580401,8,10,8,10,7350.0,15600.0,False,False,0.0,1,False,False,False,1,-0.1552,0,,LOW,2026.09.1
9805487915,14,10,14,10,15425.0,8785.0,False,False,0.0,1,False,False,False,1,-0.1728,0,,LOW,2026.09.1
9805634296,10,8,10,8,4120.0,10105.0,False,False,0.0,1,False,False,False,1,-0.1197,0,,LOW,2026.09.1
9806584807,12,11,12,11,10115.0,9345.0,False,False,0.0,1,False,False,False,1,-0.1883,0,,LOW,2026.09.1
9808594706,11,13,11,13,11010.0,14990.0,False,False,0.0,1,False,False,False,1,-0.1809,0,,LOW,2026.09.1
9809362966,14,17,14,17,7100.0,16540.0,False,False,0.0,1,False,False,False,1,-0.1264,0,,LOW,2026.09.1
9814631059,7,13,7,13,7695.0,13805.0,False,False,0.0,1,False,False,False,1,-0.1422,0,,LOW,2026.09.1
9815172061,10,10,10,10,10760.0,6085.0,False,False,0.0,1,False,False,False,1,-0.1649,0,,LOW,2026.09.1
9816663121,11,10,11,10,8685.0,10600.0,False,False,0.0,1,False,False,False,1,-0.1815,0,,LOW,2026.09.1
9818185597,15,12,15,12,15405.0,12640.0,False,False,0.0,1,False,False,False,1,-0.1684,0,,LOW,2026.09.1
9819709768,11,7,11,7,6900.0,6235.0,False,False,0.0,1,False,False,False,1,-0.1264,0,,LOW,2026.09.1
9819729399,15,5,15,5,6885.0,3980.0,False,False,0.0,1,False,False,False,1,-0.0123,0,,LOW,2026.09.1
9820738580,15,13,15,13,16050.0,21240.0,False,False,0.0,1,False,False,False,1,-0.1453,0,,LOW,2026.09.1
9822745513,10,10,10,10,5235.0,5180.0,False,False,0.0,1,False,False,False,1,-0.1323,0,,LOW,2026.09.1
9824810215,12,8,12,8,10965.0,11505.0,False,False,0.0,1,False,False,False,1,-0.1542,0,,LOW,2026.09.1
9826643843,15,10,15,10,11435.0,7965.0,False,False,0.0,1,False,False,False,1,-0.171,0,,LOW,2026.09.1
9833355085,9,17,9,17,6845.0,18320.0,False,False,0.0,1,False,False,False,1,-0.1314,0,,LOW,2026.09.1
9833390099,10,12,10,12,11060.0,7610.0,False,False,0.0,1,False,False,False,1,-0.1782,0,,LOW,2026.09.1
9833592143,8,7,8,7,10330.0,1875.0,False,False,0.0,1,False,False,False,1,-0.0307,0,,LOW,2026.09.1
9834444548,12,17,12,17,16675.0,15605.0,False,False,0.0,1,False,False,False,1,-0.1357,0,,LOW,2026.09.1
9834826825,10,14,10,14,15540.0,13030.0,False,False,0.0,1,False,False,False,1,-0.1604,0,,LOW,2026.09.1
9835358094,15,14,15,15,16460.0,13150.0,False,False,0.0,1,False,False,False,1,-0.1576,0,,LOW,2026.09.1
9836051835,12,14,12,15,12810.0,10260.0,False,False,0.0,1,False,False,False,1,-0.1704,0,,LOW,2026.09.1
9841230544,13,16,13,16,8845.0,10870.0,False,False,0.0,1,False,False,False,1,-0.1549,0,,LOW,2026.09.1
9853795114,12,20,12,20,12375.0,25195.0,False,False,0.0,1,False,False,False,1,-0.0749,0,,LOW,2026.09.1
9854947319,12,7,12,7,8270.0,3320.0,False,False,0.0,1,False,False,False,1,-0.0905,0,,LOW,2026.09.1
9855390384,13,9,13,9,14790.0,9935.0,False,False,0.0,1,False,False,False,1,-0.1675,0,,LOW,2026.09.1
9857618754,8,8,8,8,6725.0,18690.0,False,False,0.0,1,False,False,False,1,-0.1073,0,,LOW,2026.09.1
9858539967,7,11,7,11,6120.0,8420.0,False,False,0.0,1,False,False,False,1,-0.1472,0,,LOW,2026.09.1
9859713678,10,10,10,11,16130.0,19655.0,False,False,0.0,1,False,False,False,1,-0.1437,0,,LOW,2026.09.1
9861985877,11,11,11,11,9030.0,9700.0,False,False,0.0,1,False,False,False,1,-0.1887,0,,LOW,2026.09.1
9863626383,13,9,13,9,24555.0,5785.0,False,False,0.0,1,False,False,False,1,-0.1244,0,,LOW,2026.09.1
9865140121,8,10,8,10,8890.0,12750.0,False,False,0.0,1,False,False,False,1,-0.1616,0,,LOW,2026.09.1
9868498624,7,14,7,14,15090.0,10665.0,False,False,0.0,1,False,False,False,1,-0.1218,0,,LOW,2026.09.1
9870151534,7,13,7,13,6545.0,10750.0,False,False,0.0,1,False,False,False,1,-0.1439,0,,LOW,2026.09.1
9871873991,11,15,11,15,8795.0,15480.0,False,False,0.0,1,False,False,False,1,-0.1692,0,,LOW,2026.09.1
9872663192,10,11,10,11,10585.0,5945.0,False,False,0.0,1,False,False,False,1,-0.1671,0,,LOW,2026.09.1
9873173192,15,10,15,10,16110.0,4335.0,False,False,0.0,1,False,False,False,1,-0.1329,0,,LOW,2026.09.1
9873599794,15,15,15,15,11610.0,16410.0,False,False,0.0,1,False,False,False,1,-0.1564,0,,LOW,2026.09.1
9874249954,8,12,8,12,4745.0,8765.0,False,False,0.092,1,False,False,False,1,-0.1588,0,,LOW,2026.09.1
9876010337,12,13,12,13,17055.0,20795.0,False,False,0.0,1,False,False,False,1,-0.154,0,,LOW,2026.09.1
9876475967,5,7,5,7,3800.0,5660.0,False,False,0.0,1,False,False,False,1,-0.0117,0,,LOW,2026.09.1
9877776348,9,8,9,8,5670.0,8920.0,False,False,0.0,1,False,False,False,1,-0.1376,0,,LOW,2026.09.1
9879291207,8,11,8,11,4865.0,17610.0,False,False,0.0,1,False,False,False,1,-0.1427,0,,LOW,2026.09.1
9884354408,9,13,9,13,8065.0,13300.0,False,False,0.0,1,False,False,False,1,-0.1735,0,,LOW,2026.09.1
9884520326,12,13,12,13,9395.0,11100.0,False,False,0.0,1,False,False,False,1,-0.1847,0,,LOW,2026.09.1
9886247321,12,18,12,18,15825.0,16340.0,False,False,0.0,1,False,False,False,1,-0.1252,0,,LOW,2026.09.1
9887832742,15,10,15,10,10270.0,8360.0,False,False,0.0,1,False,False,False,1,-0.1677,0,,LOW,2026.09.1
9891184672,15,10,15,10,13000.0,11630.0,False,False,0.0,1,False,False,False,1,-0.1659,0,,LOW,2026.09.1
9891403278,8,9,8,9,9010.0,6460.0,False,False,0.0,1,False,False,False,1,-0.1485,0,,LOW,2026.09.1
9891712996,12,13,12,13,8560.0,17165.0,False,False,0.0,1,False,False,False,1,-0.172,0,,LOW,2026.09.1
9892098543,6,12,6,12,5720.0,18885.0,False,False,0.0,1,False,False,False,1,-0.086,0,,LOW,2026.09.1
9892195305,15,12,15,12,18375.0,9225.0,False,False,0.0,1,False,False,False,1,-0.167,0,,LOW,2026.09.1
9897114683,11,15,11,15,14460.0,9645.0,False,False,0.0,1,False,False,False,1,-0.1616,0,,LOW,2026.09.1
9898508685,8,10,8,10,12235.0,5805.0,False,False,0.0,1,False,False,False,1,-0.1455,0,,LOW,2026.09.1
9904220310,7,16,7,16,4380.0,25280.0,False,False,0.0,1,False,False,False,1,-0.0818,0,,LOW,2026.09.1
9904845915,12,12,12,12,19260.0,12220.0,False,False,0.0,1,False,False,False,1,-0.1657,0,,LOW,2026.09.1
9904918041,11,15,11,16,8235.0,10555.0,False,False,0.0,1,False,False,False,1,-0.1671,0,,LOW,2026.09.1
9905802164,10,11,10,11,10770.0,9400.0,False,False,0.0,1,False,False,False,1,-0.1853,0,,LOW,2026.09.1
9905828031,10,13,10,13,10525.0,9460.0,False,False,0.0,1,False,False,False,1,-0.1804,0,,LOW,2026.09.1
9910619958,13,12,13,12,10540.0,12685.0,False,False,0.0,1,False,False,False,1,-0.1852,0,,LOW,2026.09.1
9911135766,10,7,10,7,8350.0,7080.0,False,False,0.0,1,False,False,False,1,-0.1323,0,,LOW,2026.09.1
9917643972,13,14,13,14,14235.0,12005.0,False,False,0.0,1,False,False,False,1,-0.1719,0,,LOW,2026.09.1
9919108073,15,7,15,7,20355.0,6340.0,False,False,0.0,1,False,False,False,1,-0.1079,0,,LOW,2026.09.1
9920240606,14,11,14,11,10935.0,8990.0,False,False,0.0,1,False,False,False,1,-0.1848,0,,LOW,2026.09.1
9921873448,14,10,14,10,6080.0,7705.0,False,False,0.0,1,False,False,False,1,-0.1478,0,,LOW,2026.09.1
9925397865,8,18,8,19,5545.0,11300.0,False,False,0.0,1,False,False,False,1,-0.0889,0,,LOW,2026.09.1
9925714244,9,10,9,10,12670.0,5055.0,False,False,0.0,1,False,False,False,1,-0.1467,0,,LOW,2026.09.1
9927033369,9,10,9,10,7880.0,7320.0,False,False,0.0,1,False,False,False,1,-0.1686,0,,LOW,2026.09.1
9927402184,10,13,10,13,7650.0,14245.0,False,False,0.0,1,False,False,False,1,-0.1755,0,,LOW,2026.09.1
9929695123,11,7,11,7,14640.0,4950.0,False,False,0.0,1,False,False,False,1,-0.1221,0,,LOW,2026.09.1
9933390585,10,16,10,16,4835.0,11715.0,False,False,0.0,1,False,False,False,1,-0.1334,0,,LOW,2026.09.1
9935410186,8,11,8,11,5020.0,10905.0,False,False,0.0,1,False,False,False,1,-0.1621,0,,LOW,2026.09.1
9941262446,14,8,14,8,11870.0,8235.0,False,False,0.0,1,False,False,False,1,-0.1554,0,,LOW,2026.09.1
9941508100,9,17,9,17,8750.0,9735.0,False,False,0.0,1,False,False,False,1,-0.1318,0,,LOW,2026.09.1
9943604188,15,12,16,12,20880.0,13425.0,False,False,0.0,1,False,False,False,1,-0.1553,0,,LOW,2026.09.1
9947875390,11,10,11,10,8455.0,3840.0,False,False,0.0,1,False,False,False,1,-0.1335,0,,LOW,2026.09.1
9950712865,15,7,15,7,11830.0,5480.0,False,False,0.0,1,False,False,False,1,-0.1182,0,,LOW,2026.09.1
9951468336,12,7,12,7,6560.0,6885.0,False,False,0.0,1,False,False,False,1,-0.1208,0,,LOW,2026.09.1
9953419276,11,10,11,10,7020.0,20355.0,False,False,0.0,1,False,False,False,1,-0.1475,0,,LOW,2026.09.1
9954882339,10,14,10,15,9235.0,10445.0,False,False,0.0,1,False,False,False,1,-0.1696,0,,LOW,2026.09.1
9955420533,10,9,10,9,5605.0,14925.0,False,False,0.0,1,False,False,False,1,-0.1404,0,,LOW,2026.09.1
9955906003,10,7,10,7,13605.0,6555.0,False,False,0.0,1,False,False,False,1,-0.1283,0,,LOW,2026.09.1
9960574125,13,7,14,7,14645.0,4445.0,False,False,0.0,1,False,False,False,1,-0.1175,0,,LOW,2026.09.1
9961618335,11,11,11,11,5455.0,15895.0,False,False,0.0,1,False,False,False,1,-0.1586,0,,LOW,2026.09.1
9963616536,13,10,13,10,13815.0,6450.0,False,False,0.0,1,False,False,False,1,-0.1651,0,,LOW,2026.09.1
9965191353,14,15,14,15,20665.0,13125.0,False,False,0.0,1,False,False,False,1,-0.154,0,,LOW,2026.09.1
9967287288,11,14,11,14,5265.0,6745.0,False,False,0.0,1,False,False,False,1,-0.1384,0,,LOW,2026.09.1
9968318989,11,12,11,13,7635.0,12875.0,False,False,0.0,1,False,False,False,1,-0.1811,0,,LOW,2026.09.1
9971989169,9,11,9,11,2900.0,9540.0,False,False,0.0,1,False,False,False,1,-0.1193,0,,LOW,2026.09.1
9971996767,9,19,9,19,7380.0,13550.0,False,False,0.0,1,False,False,False,1,-0.1062,0,,LOW,2026.09.1
9973381637,5,14,5,14,16965.0,12140.0,False,False,0.0,1,False,False,False,1,-0.0422,0,,LOW,2026.09.1
9974168056,11,11,11,11,9045.0,9645.0,False,False,0.0,1,False,False,False,1,-0.1887,0,,LOW,2026.09.1
9974178400,13,8,13,8,8940.0,5515.0,False,False,0.0,1,False,False,False,1,-0.1426,0,,LOW,2026.09.1
9975975918,11,6,11,6,14670.0,3195.0,False,False,0.0,1,False,False,False,1,-0.0569,0,,LOW,2026.09.1
9977288139,14,8,16,8,10115.0,7600.0,False,False,0.0,1,False,False,False,1,-0.1374,0,,LOW,2026.09.1
9981781444,12,10,12,10,6495.0,10380.0,False,False,0.0,1,False,False,False,1,-0.1662,0,,LOW,2026.09.1
9983142650,9,15,9,15,3605.0,21390.0,False,False,0.0,1,False,False,False,1,-0.1039,0,,LOW,2026.09.1
9983171750,13,11,14,11,11870.0,12305.0,False,False,0.0,1,False,False,False,1,-0.1775,0,,LOW,2026.09.1
9983519002,14,7,14,7,9970.0,4700.0,False,False,0.0,1,False,False,False,1,-0.1156,0,,LOW,2026.09.1
9985200539,11,11,11,11,4350.0,9075.0,False,False,0.0,1,False,False,False,1,-0.1514,0,,LOW,2026.09.1
9986505771,10,10,10,10,14670.0,7080.0,False,False,0.0,1,False,False,False,1,-0.1624,0,,LOW,2026.09.1
9988913278,14,10,14,10,16070.0,6250.0,False,False,0.0,1,False,False,False,1,-0.1599,0,,LOW,2026.09.1
9991205817,9,11,9,11,17185.0,8320.0,False,False,0.0,1,False,False,False,1,-0.1582,0,,LOW,2026.09.1
9992023872,15,17,15,17,11835.0,8750.0,False,False,0.0,1,False,False,False,1,-0.1294,0,,LOW,2026.09.1
9992206411,8,11,8,12,12580.0,9390.0,False,False,0.0,1,False,False,False,1,-0.1625,0,,LOW,2026.09.1
9992557047,10,15,10,15,7500.0,8960.0,False,False,0.0,1,False,False,False,1,-0.1597,0,,LOW,2026.09.1
